lemma;dict_pos;pos;by_hands_tags;frequency;R;D;Doc
моделирование;s;NOUN;NOUN;16,4;63;75;537
модель;s;NOUN;NOUN;153,5;100;86;3916
модельер;s;NOUN;NOUN;3,0;63;85;158
моделька;s;NOUN;NOUN;0,5;16;39;19
модем;s;NOUN;NOUN;1,5;42;83;79
модератор;s;NOUN;NOUN;1,5;17;36;25
модерн;s;NOUN;NOUN;5,5;91;89;284
модернизация;s;NOUN;NOUN;27,4;68;90;1250
модернизм;s;NOUN;NOUN;2,0;58;86;106
модернист;s;NOUN;NOUN;1,0;43;85;59
моджахед;s;NOUN;NOUN;1,1;35;80;55
модификатор;s;NOUN;NOUN;0,8;13;55;22
модификация;s;NOUN;NOUN;15,5;76;87;780
модифицирование;s;NOUN;NOUN;0,4;11;60;20
модник;s;NOUN;NOUN;0,7;41;85;52
модница;s;NOUN;NOUN;1,3;58;88;97
модуль;s;NOUN;NOUN;16,5;62;75;435
модуляция;s;NOUN;NOUN;1,3;43;72;66
модус;s;NOUN;NOUN;1,5;29;64;44
можжевельник;s;NOUN;NOUN;2,8;70;87;158
мозаика;s;NOUN;NOUN;5,6;96;91;369
мозг;s;NOUN;NOUN;84,5;100;92;2187
мозжечок;s;NOUN;NOUN;1,1;29;45;36
мозоль;s;NOUN;NOUN;3,5;86;92;225
мойка;s;NOUN;NOUN;5,9;93;81;249
мойщик;s;NOUN;NOUN;0,7;24;61;30
мокасин;s;NOUN;NOUN;0,8;35;80;47
мокрица;s;NOUN;NOUN;0,7;33;81;44
мокрота;s;NOUN;NOUN;1,2;43;82;63
мокруха;s;NOUN;NOUN;0,5;19;63;22
мол;s;NOUN;NOUN;0,9;39;78;48
молва;s;NOUN;NOUN;4,0;87;92;262
молдаван;s;NOUN;NOUN;0,4;5;25;5
молдаванин;s;NOUN;NOUN;1,9;56;82;89
молдаванка;s;NOUN;NOUN;0,9;22;67;30
молебен;s;NOUN;NOUN;3,8;73;86;178
молекула;s;NOUN;NOUN;21,2;86;71;460
моление;s;NOUN;NOUN;1,3;44;78;71
молибден;s;NOUN;NOUN;0,8;24;73;49
молитва;s;NOUN;NOUN;51,9;100;66;1150
молитвенник;s;NOUN;NOUN;1,4;48;77;90
молитвослов;s;NOUN;NOUN;0,4;11;55;25
молитвословие;s;NOUN;NOUN;0,4;10;53;21
молл;s;NOUN;NOUN;0,6;15;56;19
моллюск;s;NOUN;NOUN;3,3;69;76;121
молния;s;NOUN;NOUN;26,9;99;90;897
молодежь;s;NOUN;NOUN;62,2;100;94;2412
молодец;s;NOUN;NOUN;38,9;98;91;1235
молодило;s;NOUN;NOUN;0,4;9;37;11
молодка;s;NOUN;NOUN;0,6;26;72;32
молодняк;s;NOUN;NOUN;3,3;76;85;185
молодогвардеец;s;NOUN;NOUN;0,5;28;76;31
молодожен;s;NOUN;NOUN;4,3;88;85;224
молодость;s;NOUN;NOUN;43,1;99;95;1597
молодуха;s;NOUN;NOUN;1,3;41;76;57
молодчик;s;NOUN;NOUN;1,6;57;82;89
молодчина;s;NOUN;NOUN;0,9;39;83;60
молодые;s;NOUN;NOUN;0,5;19;50;21
молодь;s;NOUN;NOUN;0,5;25;79;31
молока;s;NOUN;NOUN;0,6;38;83;51
молоко;s;NOUN;NOUN;57,4;99;93;1729
молокозавод;s;NOUN;NOUN;0,5;25;71;30
молокосос;s;NOUN;NOUN;0,8;36;82;53
молот;s;NOUN;NOUN;6,2;93;90;319
молотилка;s;NOUN;NOUN;0,5;26;76;32
молотобоец;s;NOUN;NOUN;0,5;32;81;37
молоток;s;NOUN;NOUN;12,4;98;93;587
молоточек;s;NOUN;NOUN;1,5;60;87;101
молох;s;NOUN;NOUN;0,6;32;82;42
молочай;s;NOUN;NOUN;0,4;22;63;25
молочко;s;NOUN;NOUN;3,3;74;82;155
молочник;s;NOUN;NOUN;0,5;30;83;35
молочница;s;NOUN;NOUN;1,9;38;50;45
молчаливость;s;NOUN;NOUN;0,5;29;82;37
молчальник;s;NOUN;NOUN;0,4;27;82;32
молчание;s;NOUN;NOUN;44,8;100;93;1438
молчанка;s;NOUN;NOUN;0,5;26;80;35
молчанье;s;NOUN;NOUN;0,6;33;82;42
молчун;s;NOUN;NOUN;1,5;54;86;87
моль;s;NOUN;NOUN;5,2;86;84;244
мольба;s;NOUN;NOUN;6,3;88;88;374
мольберт;s;NOUN;NOUN;2,3;68;88;115
момент;s;NOUN;NOUN;306,8;100;96;8841
монада;s;NOUN;NOUN;0,5;12;55;18
монарх;s;NOUN;NOUN;6,6;85;85;291
монархист;s;NOUN;NOUN;1,8;65;89;105
монархия;s;NOUN;NOUN;6,1;81;85;263
монастырь;s;NOUN;NOUN;54,2;100;89;1076
монах;s;NOUN;NOUN;22,8;97;89;565
монахиня;s;NOUN;NOUN;4,5;78;80;169
монашек;s;NOUN;NOUN;0,6;27;78;31
монашество;s;NOUN;NOUN;3,8;57;63;118
монашка;s;NOUN;NOUN;1,7;56;83;80
монгол;s;NOUN;NOUN;5,7;69;64;139
монета;s;NOUN;NOUN;17,5;99;93;679
монетка;s;NOUN;NOUN;4,8;86;89;237
монизм;s;NOUN;NOUN;0,7;11;41;21
монитор;s;NOUN;NOUN;9,7;90;90;401
мониторинг;s;NOUN;NOUN;15,1;60;82;648
монограмма;s;NOUN;NOUN;1,0;40;81;60
монография;s;NOUN;NOUN;10,7;87;86;491
монокль;s;NOUN;NOUN;0,7;36;83;44
монокок;s;NOUN;NOUN;0,9;27;73;36
монокристалл;s;NOUN;NOUN;1,3;16;60;48
монолит;s;NOUN;NOUN;2,0;65;89;135
монолитность;s;NOUN;NOUN;0,4;26;80;31
монолог;s;NOUN;NOUN;16,2;99;92;634
мономер;s;NOUN;NOUN;0,8;11;53;24
монополизация;s;NOUN;NOUN;1,4;38;80;84
монополизм;s;NOUN;NOUN;0,8;37;83;57
монополист;s;NOUN;NOUN;6,7;69;87;419
монополия;s;NOUN;NOUN;15,9;85;89;793
монополь;s;NOUN;NOUN;0,6;4;9;4
монослой;s;NOUN;NOUN;2,2;11;64;70
моноспектакль;s;NOUN;NOUN;0,7;28;78;47
монотонность;s;NOUN;NOUN;1,1;54;87;84
монстр;s;NOUN;NOUN;8,9;93;92;502
монтаж;s;NOUN;NOUN;11,9;89;87;597
монтажер;s;NOUN;NOUN;0,5;18;69;23
монтажник;s;NOUN;NOUN;1,7;57;84;102
монтажница;s;NOUN;NOUN;0,4;9;42;10
монтер;s;NOUN;NOUN;2,1;58;86;103
монтировка;s;NOUN;NOUN;0,7;36;78;48
монумент;s;NOUN;NOUN;4,7;82;91;283
монументальность;s;NOUN;NOUN;0,6;33;79;44
мопед;s;NOUN;NOUN;0,8;36;81;50
мопс;s;NOUN;NOUN;0,8;27;65;31
мор;s;NOUN;NOUN;3,8;91;92;242
моралист;s;NOUN;NOUN;1,1;51;87;79
мораль;s;NOUN;NOUN;20,5;99;93;840
мораторий;s;NOUN;NOUN;2,8;57;84;130
морг;s;NOUN;NOUN;7,2;87;90;322
морда;s;NOUN;NOUN;34,5;97;91;1055
мордашка;s;NOUN;NOUN;1,2;48;85;82
мордва;s;NOUN;NOUN;0,5;29;82;34
мордобой;s;NOUN;NOUN;2,0;71;89;141
мордоворот;s;NOUN;NOUN;0,9;36;79;48
мордочка;s;NOUN;NOUN;3,0;77;90;196
море;s;NOUN;NOUN;159,5;100;95;3188
мореплавание;s;NOUN;NOUN;0,9;39;78;53
мореплаватель;s;NOUN;NOUN;2,0;63;85;99
морепродукты;s;NOUN;NOUN;1,5;51;85;100
мореход;s;NOUN;NOUN;1,0;30;69;36
мореходка;s;NOUN;NOUN;0,6;21;74;28
морж;s;NOUN;NOUN;2,6;57;80;80
морзянка;s;NOUN;NOUN;0,5;28;78;34
морилка;s;NOUN;NOUN;0,5;28;72;31
морковка;s;NOUN;NOUN;5,0;89;91;265
морковь;s;NOUN;NOUN;8,8;93;78;313
мормышка;s;NOUN;NOUN;1,4;19;35;21
мороженое;s;NOUN;NOUN;18,8;97;90;608
мороженщик;s;NOUN;NOUN;0,4;22;78;28
мороженщица;s;NOUN;NOUN;0,5;20;68;22
мороз;s;NOUN;NOUN;48,2;99;95;1575
морозец;s;NOUN;NOUN;2,1;66;90;153
морозилка;s;NOUN;NOUN;0,7;33;78;50
морозильник;s;NOUN;NOUN;0,8;39;79;52
морозостойкость;s;NOUN;NOUN;0,6;22;74;36
морок;s;NOUN;NOUN;1,4;48;84;78
морока;s;NOUN;NOUN;1,6;69;89;125
морось;s;NOUN;NOUN;0,8;35;82;51
морошка;s;NOUN;NOUN;0,8;28;74;34
морпех;s;NOUN;NOUN;0,4;17;73;22
морс;s;NOUN;NOUN;1,1;43;81;61
морфий;s;NOUN;NOUN;1,1;39;78;52
морфин;s;NOUN;NOUN;0,4;18;73;19
морфология;s;NOUN;NOUN;3,4;40;67;136
морщина;s;NOUN;NOUN;12,2;92;91;558
морщинка;s;NOUN;NOUN;5,5;83;89;295
моряк;s;NOUN;NOUN;23,2;97;90;631
морячка;s;NOUN;NOUN;0,4;14;44;14
морячок;s;NOUN;NOUN;1,9;49;79;73
москаль;s;NOUN;NOUN;1,1;39;78;54
москвич;s;NOUN;NOUN;52,8;100;91;2098
москвичка;s;NOUN;NOUN;4,3;80;90;288
москит;s;NOUN;NOUN;0,4;22;77;28
московит;s;NOUN;NOUN;1,8;14;11;15
мосол;s;NOUN;NOUN;1,0;26;66;37
мост;s;NOUN;NOUN;65,4;100;95;1731
мостик;s;NOUN;NOUN;12,0;98;90;505
мостки;s;NOUN;NOUN;1,9;56;84;97
мостовая;s;NOUN;NOUN;12,1;94;90;452
мосток;s;NOUN;NOUN;2,0;56;84;102
мосье;s;NOUN;NOUN;0,6;24;75;32
моська;s;NOUN;NOUN;0,6;27;76;35
мотель;s;NOUN;NOUN;2,1;43;70;61
мотив;s;NOUN;NOUN;46,6;100;89;1739
мотивация;s;NOUN;NOUN;10,7;78;81;446
мотивировка;s;NOUN;NOUN;2,1;63;88;132
мотивчик;s;NOUN;NOUN;0,6;38;85;48
мотобот;s;NOUN;NOUN;0,4;12;60;12
мотогонки;s;NOUN;NOUN;0,4;16;61;22
моток;s;NOUN;NOUN;1,6;62;89;117
мотор;s;NOUN;NOUN;47,3;98;94;1366
моторика;s;NOUN;NOUN;0,7;32;80;44
моторист;s;NOUN;NOUN;1,7;50;82;71
моторка;s;NOUN;NOUN;1,2;31;79;41
мотороллер;s;NOUN;NOUN;1,5;47;81;69
моторостроитель;s;NOUN;NOUN;1,0;24;67;34
моторчик;s;NOUN;NOUN;1,3;55;87;91
мотоцикл;s;NOUN;NOUN;18,4;96;91;607
мотоциклет;s;NOUN;NOUN;0,4;10;41;12
мотоциклист;s;NOUN;NOUN;2,5;71;87;129
мотыга;s;NOUN;NOUN;0,8;40;83;50
мотылек;s;NOUN;NOUN;2,7;73;89;162
мотыль;s;NOUN;NOUN;1,1;27;58;32
мох;s;NOUN;NOUN;8,9;93;90;362
мохер;s;NOUN;NOUN;0,4;25;76;28
мохнач;s;NOUN;NOUN;0,5;5;40;5
моцион;s;NOUN;NOUN;0,5;28;77;33
моча;s;NOUN;NOUN;10,5;97;91;445
мочалка;s;NOUN;NOUN;2,2;73;89;145
мочало;s;NOUN;NOUN;0,6;30;76;41
мочевина;s;NOUN;NOUN;0,9;30;76;54
мочеиспускание;s;NOUN;NOUN;1,0;30;60;38
мочеточник;s;NOUN;NOUN;0,4;9;33;9
мочка;s;NOUN;NOUN;1,9;58;86;130
мочь;s;NOUN;NOUN;0,8;50;86;69
мошенник;s;NOUN;NOUN;5,0;81;91;281
мошенничество;s;NOUN;NOUN;4,7;80;90;305
мошка;s;NOUN;NOUN;2,3;57;85;118
мошкара;s;NOUN;NOUN;0,9;44;85;65
мошна;s;NOUN;NOUN;0,4;23;78;31
мошонка;s;NOUN;NOUN;1,2;40;75;56
мощение;s;NOUN;NOUN;0,8;21;71;39
мощи;s;NOUN;NOUN;11,7;95;90;543
мощность;s;NOUN;NOUN;53,3;98;90;2021
мощь;s;NOUN;NOUN;14,8;98;95;839
мразь;s;NOUN;NOUN;2,4;65;86;146
мрак;s;NOUN;NOUN;16,1;98;91;673
мракобес;s;NOUN;NOUN;1,1;48;79;64
мракобесие;s;NOUN;NOUN;1,2;55;86;80
мрамор;s;NOUN;NOUN;8,1;95;93;426
мрачность;s;NOUN;NOUN;1,0;57;88;79
мститель;s;NOUN;NOUN;1,9;66;80;109
мстительность;s;NOUN;NOUN;0,8;41;85;66
мсье;s;NOUN;NOUN;3,5;58;80;96
мудак;s;NOUN;NOUN;3,1;56;84;117
мудила;s;NOUN;NOUN;0,5;19;73;24
мудрец;s;NOUN;NOUN;10,1;99;91;472
мудрость;s;NOUN;NOUN;23,8;99;94;1117
муж;s;NOUN;NOUN;263,0;100;88;3319
муженек;s;NOUN;NOUN;1,6;43;84;93
мужественность;s;NOUN;NOUN;1,4;65;89;101
мужество;s;NOUN;NOUN;20,2;100;94;937
мужик;s;NOUN;NOUN;124,7;98;91;2084
мужичок;s;NOUN;NOUN;7,1;87;90;339
мужичонка;s;NOUN;NOUN;2,2;48;80;100
мужлан;s;NOUN;NOUN;0,4;24;79;28
мужчина;s;NOUN;NOUN;253,2;100;92;4125
мужчинка;s;NOUN;NOUN;0,4;20;68;23
муза;s;NOUN;NOUN;11,8;93;73;351
музей;s;NOUN;NOUN;87,0;100;93;2254
музей-заповедник;s;NOUN;NOUN;0,8;30;81;46
музицирование;s;NOUN;NOUN;0,8;37;82;53
музыка;s;NOUN;NOUN;175,7;100;94;3440
музыкальность;s;NOUN;NOUN;1,6;54;85;95
музыкант;s;NOUN;NOUN;40,1;99;90;1300
музыкантша;s;NOUN;NOUN;0,4;25;81;29
музыковед;s;NOUN;NOUN;2,0;54;84;93
музычка;s;NOUN;NOUN;0,6;35;83;45
мука;s;NOUN;NOUN;40,2;99;94;1406
муксун;s;NOUN;NOUN;0,4;11;55;12
мул;s;NOUN;NOUN;1,1;42;83;58
мулат;s;NOUN;NOUN;1,4;29;24;31
мулатка;s;NOUN;NOUN;0,7;33;78;41
мулла;s;NOUN;NOUN;1,5;48;82;73
мультик;s;NOUN;NOUN;2,1;62;82;125
мультикультурализм;s;NOUN;NOUN;0,6;16;55;19
мультимедиа;s;NOUN;NOUN;0,6;28;77;37
мультимиллионер;s;NOUN;NOUN;0,4;23;77;28
мультипликатор;s;NOUN;NOUN;1,1;27;57;32
мультипликация;s;NOUN;NOUN;0,7;32;79;43
мультсериал;s;NOUN;NOUN;0,7;9;13;10
мультфильм;s;NOUN;NOUN;3,7;82;88;208
мульча;s;NOUN;NOUN;0,5;11;49;13
мульчирование;s;NOUN;NOUN;0,6;20;66;25
муляж;s;NOUN;NOUN;1,9;59;77;101
мумия;s;NOUN;NOUN;4,0;82;87;196
мундир;s;NOUN;NOUN;16,1;93;88;513
мундирчик;s;NOUN;NOUN;0,4;23;77;25
мундштук;s;NOUN;NOUN;2,8;69;87;150
муниципал;s;NOUN;NOUN;0,4;24;78;29
муниципалитет;s;NOUN;NOUN;7,3;65;87;340
мура;s;NOUN;NOUN;2,7;73;88;138
муравей;s;NOUN;NOUN;12,1;92;81;343
муравейник;s;NOUN;NOUN;5,6;92;83;212
муравьед;s;NOUN;NOUN;0,5;13;49;13
мураш;s;NOUN;NOUN;0,9;16;49;19
мурашки;s;NOUN;NOUN;3,2;85;91;216
мурена;s;NOUN;NOUN;0,5;16;72;20
мурка;s;NOUN;NOUN;1,7;41;77;57
мурло;s;NOUN;NOUN;0,5;24;72;31
муровец;s;NOUN;NOUN;0,6;25;76;34
мусаватист;s;NOUN;NOUN;0,4;4;23;4
мускат;s;NOUN;NOUN;0,6;24;69;30
мускул;s;NOUN;NOUN;7,2;94;91;406
мускулатура;s;NOUN;NOUN;2,3;77;88;137
мускус;s;NOUN;NOUN;0,4;19;72;22
мусор;s;NOUN;NOUN;23,4;100;95;1018
мусоровоз;s;NOUN;NOUN;0,7;23;72;29
мусоропровод;s;NOUN;NOUN;2,0;64;85;115
мусорщик;s;NOUN;NOUN;0,9;34;80;48
мусс;s;NOUN;NOUN;0,5;24;78;30
мустанг;s;NOUN;NOUN;1,4;38;65;53
мусульманин;s;NOUN;NOUN;14,1;94;86;458
мусульманка;s;NOUN;NOUN;0,6;29;79;37
мусульманство;s;NOUN;NOUN;1,1;43;65;53
мутагенез;s;NOUN;NOUN;0,4;11;57;13
мутант;s;NOUN;NOUN;2,0;59;86;106
мутация;s;NOUN;NOUN;7,1;69;73;172
мутность;s;NOUN;NOUN;0,5;16;52;19
мутовка;s;NOUN;NOUN;0,5;17;61;26
муть;s;NOUN;NOUN;4,4;78;89;270
муфта;s;NOUN;NOUN;2,2;61;86;112
муфтий;s;NOUN;NOUN;1,5;38;80;70
муха;s;NOUN;NOUN;27,1;99;87;877
мухомор;s;NOUN;NOUN;2,0;55;79;87
мучение;s;NOUN;NOUN;10,1;100;94;558
мученик;s;NOUN;NOUN;7,8;94;77;382
мученица;s;NOUN;NOUN;0,8;31;72;52
мученичество;s;NOUN;NOUN;1,0;41;79;68
мученье;s;NOUN;NOUN;0,6;40;85;45
мучитель;s;NOUN;NOUN;2,6;75;87;172
мучительство;s;NOUN;NOUN;0,4;25;80;28
мушка;s;NOUN;NOUN;4,9;82;84;210
мушкетер;s;NOUN;NOUN;4,0;77;74;146
муштра;s;NOUN;NOUN;0,6;30;81;48
мхатовец;s;NOUN;NOUN;0,6;21;71;26
мщение;s;NOUN;NOUN;1,2;45;80;64
мыза;s;NOUN;NOUN;0,4;13;54;14
мыло;s;NOUN;NOUN;16,6;100;92;718
мыльница;s;NOUN;NOUN;1,4;60;86;90
мымра;s;NOUN;NOUN;0,7;26;76;32
мыс;s;NOUN;NOUN;6,8;86;88;234
мыслитель;s;NOUN;NOUN;11,5;93;89;484
мыслишка;s;NOUN;NOUN;1,7;58;87;110
мысль;s;NOUN;NOUN;331,6;100;96;5346
мысок;s;NOUN;NOUN;0,8;41;84;55
мытарство;s;NOUN;NOUN;2,4;77;90;164
мытарь;s;NOUN;NOUN;1,1;23;46;43
мытье;s;NOUN;NOUN;5,4;97;88;325
мычание;s;NOUN;NOUN;1,8;64;89;129
мыш;s;NOUN;NOUN;1,1;9;41;9
мышеловка;s;NOUN;NOUN;2,3;63;73;111
мышка;s;NOUN;NOUN;31,9;99;70;784
мышление;s;NOUN;NOUN;40,8;99;82;1112
мышонок;s;NOUN;NOUN;2,1;55;79;83
мышца;s;NOUN;NOUN;36,9;100;64;821
мышь;s;NOUN;NOUN;37,0;98;86;1009
мышьяк;s;NOUN;NOUN;1,2;52;85;72
мэм;s;NOUN;NOUN;0,8;24;73;29
мэр;s;NOUN;NOUN;46,4;87;82;1368
мэрия;s;NOUN;NOUN;14,0;84;89;649
мэтр;s;NOUN;NOUN;8,6;87;83;337
мюзикл;s;NOUN;NOUN;7,5;56;79;218
мюзик-холл;s;NOUN;NOUN;0,6;29;73;32
мягкость;s;NOUN;NOUN;5,7;97;92;368
мягкотелость;s;NOUN;NOUN;0,6;34;83;42
мякина;s;NOUN;NOUN;1,0;49;87;76
мякиш;s;NOUN;NOUN;5,6;33;13;49
мякоть;s;NOUN;NOUN;5,0;86;80;213
мясник;s;NOUN;NOUN;3,1;76;88;155
мясо;s;NOUN;NOUN;71,4;100;95;1848
мясокомбинат;s;NOUN;NOUN;3,6;76;85;164
мясопродукт;s;NOUN;NOUN;0,5;29;82;39
мясорубка;s;NOUN;NOUN;4,1;85;87;216
мясцо;s;NOUN;NOUN;0,4;23;79;27
мята;s;NOUN;NOUN;2,2;70;88;135
мятеж;s;NOUN;NOUN;5,8;87;89;262
мятежник;s;NOUN;NOUN;1,9;59;86;91
мяуканье;s;NOUN;NOUN;0,5;30;82;38
мяч;s;NOUN;NOUN;26,4;98;88;754
мячик;s;NOUN;NOUN;7,6;86;60;253
набалдашник;s;NOUN;NOUN;1,0;50;87;78
набат;s;NOUN;NOUN;1,3;59;86;83
набег;s;NOUN;NOUN;3,7;91;92;226
набережная;s;NOUN;NOUN;27,9;98;91;958
набивка;s;NOUN;NOUN;0,7;27;75;40
наблюдатель;s;NOUN;NOUN;19,7;99;92;989
наблюдательность;s;NOUN;NOUN;2,6;78;90;162
наблюдение;s;NOUN;NOUN;63,7;100;89;2201
набожность;s;NOUN;NOUN;0,4;28;80;29
набойка;s;NOUN;NOUN;0,5;28;80;31
набор;s;NOUN;NOUN;53,5;100;90;2598
наборщик;s;NOUN;NOUN;0,6;35;83;43
набросок;s;NOUN;NOUN;5,3;91;89;286
набухание;s;NOUN;NOUN;0,7;16;63;32
наваждение;s;NOUN;NOUN;4,8;86;91;293
навал;s;NOUN;NOUN;0,5;18;66;20
навар;s;NOUN;NOUN;2,0;69;89;125
наведение;s;NOUN;NOUN;8,9;83;88;446
навес;s;NOUN;NOUN;7,2;92;92;355
навеска;s;NOUN;NOUN;1,5;22;29;27
навет;s;NOUN;NOUN;1,2;58;87;87
навигатор;s;NOUN;NOUN;0,6;25;63;27
навигация;s;NOUN;NOUN;4,3;81;90;248
наводка;s;NOUN;NOUN;3,5;83;91;219
наводнение;s;NOUN;NOUN;6,1;93;91;334
наводчик;s;NOUN;NOUN;2,6;55;63;81
навоз;s;NOUN;NOUN;7,6;93;91;364
наволочка;s;NOUN;NOUN;2,7;62;86;155
наворот;s;NOUN;NOUN;0,8;43;86;64
навык;s;NOUN;NOUN;21,3;98;92;1158
навязчивость;s;NOUN;NOUN;0,4;28;83;31
навязывание;s;NOUN;NOUN;1,3;53;87;105
нагайка;s;NOUN;NOUN;1,0;40;81;55
наган;s;NOUN;NOUN;5,3;72;84;157
нагар;s;NOUN;NOUN;1,2;29;46;36
наглец;s;NOUN;NOUN;2,1;71;89;140
наглость;s;NOUN;NOUN;6,9;94;93;437
наглядность;s;NOUN;NOUN;3,1;82;87;210
нагнетание;s;NOUN;NOUN;1,5;52;84;104
нагнетатель;s;NOUN;NOUN;0,5;15;59;18
наговор;s;NOUN;NOUN;0,5;38;85;45
нагоняй;s;NOUN;NOUN;1,2;57;88;90
нагорье;s;NOUN;NOUN;0,7;19;54;22
нагота;s;NOUN;NOUN;2,7;69;88;151
награда;s;NOUN;NOUN;34,7;100;94;1567
награждение;s;NOUN;NOUN;5,5;73;87;321
нагрев;s;NOUN;NOUN;4,2;65;80;190
нагревание;s;NOUN;NOUN;2,3;45;76;109
нагреватель;s;NOUN;NOUN;0,8;29;73;45
нагромождение;s;NOUN;NOUN;2,8;88;92;200
нагрудник;s;NOUN;NOUN;0,6;22;64;25
нагружение;s;NOUN;NOUN;0,8;13;61;31
нагрузка;s;NOUN;NOUN;39,2;97;91;1933
надбавка;s;NOUN;NOUN;4,8;86;88;277
надбровье;s;NOUN;NOUN;0,4;25;80;27
надгробие;s;NOUN;NOUN;2,9;78;88;167
надгробье;s;NOUN;NOUN;0,7;36;84;48
наддув;s;NOUN;NOUN;0,7;25;70;36
надежа;s;NOUN;NOUN;0,4;22;75;24
надежда;s;NOUN;NOUN;154,5;100;95;4436
надежность;s;NOUN;NOUN;20,0;97;88;1137
надел;s;NOUN;NOUN;1,7;65;86;101
наделение;s;NOUN;NOUN;1,3;46;80;92
надзиратель;s;NOUN;NOUN;7,8;75;80;167
надзирательница;s;NOUN;NOUN;0,9;19;51;20
надзор;s;NOUN;NOUN;22,3;97;83;813
надлом;s;NOUN;NOUN;0,8;41;84;58
надменность;s;NOUN;NOUN;1,2;54;85;81
надобность;s;NOUN;NOUN;9,4;100;95;561
надой;s;NOUN;NOUN;1,0;34;81;60
надолб;s;NOUN;NOUN;0,4;21;78;28
надпись;s;NOUN;NOUN;49,9;100;95;1666
надпочечник;s;NOUN;NOUN;1,0;27;58;38
надрез;s;NOUN;NOUN;1,4;59;88;85
надругательство;s;NOUN;NOUN;1,3;52;88;98
надрыв;s;NOUN;NOUN;2,7;77;91;198
надсада;s;NOUN;NOUN;0,4;22;77;29
надсмотрщик;s;NOUN;NOUN;1,2;49;76;67
надстройка;s;NOUN;NOUN;3,2;71;88;160
надувательство;s;NOUN;NOUN;0,5;35;84;45
наезд;s;NOUN;NOUN;5,9;88;92;365
наездник;s;NOUN;NOUN;3,5;57;64;87
наездница;s;NOUN;NOUN;0,6;26;76;36
наем;s;NOUN;NOUN;5,4;79;80;267
наемник;s;NOUN;NOUN;5,5;76;80;205
наемничество;s;NOUN;NOUN;0,6;5;35;7
нажатие;s;NOUN;NOUN;3,2;85;90;225
наждак;s;NOUN;NOUN;0,4;25;80;31
нажива;s;NOUN;NOUN;2,7;79;89;176
наживка;s;NOUN;NOUN;1,7;68;89;115
нажим;s;NOUN;NOUN;6,0;97;94;379
нажитое;s;NOUN;NOUN;0,6;37;85;52
назарянин;s;NOUN;NOUN;0,9;3;6;6
название;s;NOUN;NOUN;151,8;100;95;5576
названье;s;NOUN;NOUN;0,5;26;73;34
назидание;s;NOUN;NOUN;2,5;78;89;181
назначенец;s;NOUN;NOUN;0,7;32;82;54
назначение;s;NOUN;NOUN;73,7;100;90;3147
назойливость;s;NOUN;NOUN;0,6;43;87;50
называние;s;NOUN;NOUN;0,5;26;79;33
наивность;s;NOUN;NOUN;6,7;95;94;429
наигрыш;s;NOUN;NOUN;0,6;29;80;36
наименование;s;NOUN;NOUN;20,2;96;78;837
наитие;s;NOUN;NOUN;1,6;62;88;124
найденыш;s;NOUN;NOUN;0,5;21;69;23
найм;s;NOUN;NOUN;0,7;24;59;27
наймит;s;NOUN;NOUN;0,4;24;78;28
наймодатель;s;NOUN;NOUN;0,7;12;42;15
наказ;s;NOUN;NOUN;3,1;83;90;192
наказание;s;NOUN;NOUN;46,9;99;86;1639
наказанье;s;NOUN;NOUN;0,4;23;78;29
накал;s;NOUN;NOUN;4,2;88;92;308
накаливание;s;NOUN;NOUN;0,6;27;71;35
накапливание;s;NOUN;NOUN;0,4;25;80;33
накат;s;NOUN;NOUN;2,3;68;88;146
накачка;s;NOUN;NOUN;0,8;39;84;59
накидка;s;NOUN;NOUN;3,2;76;89;179
накипь;s;NOUN;NOUN;1,1;43;80;62
накладка;s;NOUN;NOUN;4,3;87;91;260
накладная;s;NOUN;NOUN;2,0;64;84;104
наклейка;s;NOUN;NOUN;3,4;79;90;212
наклон;s;NOUN;NOUN;5,9;97;92;396
наклонение;s;NOUN;NOUN;1,6;68;87;107
наклонность;s;NOUN;NOUN;3,8;88;91;237
наковальня;s;NOUN;NOUN;1,3;62;89;89
наколенник;s;NOUN;NOUN;0,4;29;81;32
наколка;s;NOUN;NOUN;2,7;65;85;148
наконечник;s;NOUN;NOUN;2,7;80;90;172
накопитель;s;NOUN;NOUN;1,9;54;81;84
накопление;s;NOUN;NOUN;20,3;89;87;982
накрутка;s;NOUN;NOUN;0,4;26;81;35
нал;s;NOUN;NOUN;1,6;56;85;100
наладка;s;NOUN;NOUN;1,2;44;84;76
наладчик;s;NOUN;NOUN;0,9;34;66;38
налаживание;s;NOUN;NOUN;3,5;66;86;261
наледь;s;NOUN;NOUN;1,1;45;83;72
налет;s;NOUN;NOUN;14,8;99;94;701
налетчик;s;NOUN;NOUN;1,8;54;84;92
налив;s;NOUN;NOUN;0,4;29;81;34
наливка;s;NOUN;NOUN;1,1;48;85;70
налим;s;NOUN;NOUN;1,1;44;79;55
наличие;s;NOUN;NOUN;93,9;100;87;4161
наличка;s;NOUN;NOUN;0,8;30;73;36
наличник;s;NOUN;NOUN;1,8;65;88;118
наличность;s;NOUN;NOUN;2,2;74;88;132
наличные;s;NOUN;NOUN;4,1;87;90;267
налог;s;NOUN;NOUN;104,7;99;90;2549
налоговик;s;NOUN;NOUN;3,8;57;85;175
налогообложение;s;NOUN;NOUN;16,6;66;87;637
налогоплательщик;s;NOUN;NOUN;13,2;73;87;476
